"id","profileName","text","date","title","rating","images"
"RA2UW2W9DR851","B","
  I’ve tried a lot of the free tutorials online: classes, pdf, etc. and nothing compares to this physical book. It starts off like most tutorials with the user creating the “hello world” program, but then uses each chapter to introduce a new topic while still using the topics previously learned. If I forget something I can easily flip back and refresh my memory. The chapters are short and concise, the appendices are helpful, and the book is easy to follow. I’ve given up many times when trying to use online guides and tutorials, but I find myself wanting to spend my free time working through this book and thoroughly enjoy it.
","Reviewed in the United States on March 14, 2021","The best Python course I’ve found yet.",5,""
"R2RK88MKRVUGOA","rbsilva21","
  I started to develop some projects in Python, following some internet web pages, everybody suggested this book for a beginner to intermediate Python student. The book provides tons of examples, the codes used in the book are in github as well if you got stuck in some examples, so is great to start thinking as a python developer. At the end of the book, there are 3 hands-on projects, a game to develop, a data visualization project and a web app using Django. I started with Django, I connected with my AWS account to use the web app in a cloud environment, so it gave me a lot of ideas to develop by myself using the book.
","Reviewed in the United States on February 20, 2020","Best intro python book. Lots of hands on projects.",5,""
"R1BLHE8OPRHH9Z","BuProject","
  Exctoed about the books content which I know will prob be great. But not hyped about the fact I can see the other side through the binding. Very annoying that I have to proactively buy book glue for a week or month from now when the cover comes off.To get the Real cost of book you have to add $7-$11 for book glue.  Bought this thinking they fixed the binding with all the complaints6/29/20
","Reviewed in the United States on June 29, 2020","Binding coming off",3,"https://images-na.ssl-images-amazon.com/images/I/710I2uHLz3L.jpg"
"R3BM32PGQXECJO","DM","
  I've tried several courses before, but this book is the one that has, imho, the best explanations, the best presentation order of information, and the most useful concept order, too.  I highly recomment this one - I'm only 7 chapters in, but this experience will finally get me over the hump of all the other false starts I've had with Python prior to this.  Worth more than the $17, just go for it!  Oh, and I think that I could recommend this book to ages 15+, if there are any interested parties in that age group out there considering this one...
","Reviewed in the United States on September 22, 2020","Best Python Starter guide I've ever seen!",5,""
"R2PGEIVJ7TOOTE","Molotov","
  The book is well structured with useful examples to follow.  The focus is on best practices.  The exercises are semi-cumulative and galvanize the reader to think of the different ways a task can be accomplished.  If you put in a small amount of effort, this book will give you much in return.
","Reviewed in the United States on July 1, 2020","Great content",5,""
"R2RTR1M0Z4GIC4","B Sherwood","
  I am not brand new to programming entirely, but my experience with programming was in C++ over a decade ago.  I have always had a desire to learn to program because why not learn to speak another language that is so useful.  Well this book even though I have only had it for a few days now is amazing.  I have tried learning with the immense amount of YouTube videos out there and have quickly been side tracked.  I like this book because it provides structure to my learning.  I am able to have a ""lesson plan"".  I guess it is kind of old school of me to want a textbook to learn from, but what can I say if it works, it works.  This book is well laid out and easy to understand.  I like that it has been recently updated, which is helpful to be on the same update of python as the book. All together very pleased so far and will continue to use more books by this publisher.
","Reviewed in the United States on September 26, 2019","What a Great place to Start",5,""
"R3A9EDMV4HX3IF","Jonathan","
  I am taking an online college course for intro to scripting in Python, and there is no book with the course, just an online tutorial that you use. The online ""book"" is streamlined and wasn't cutting it for me. The Crash Course book is so much better and it fills in a lot of gaps. My only complaint is the book should have been spiral bound. The binding isn't great for a book this size and you need the spiral option to have the book stay open while you type in the exercises, which are great. Highly recommend the book for true beginners. Probably too basic for anyone else, but it is at the level i needed.
","Reviewed in the United States on January 24, 2020","Perfect for beginners - wish it was spiral bound",4,""
"R1DXRDP9Q5QZOU","Amazonian","
  Outstanding book that's well laid-out and absolutely perfect for learning or brushing up on Python.  The binding, however, is awful.  After only a couple of days of reading, the binding has completely separated from the spine (see photo).  So while the quality of the content is first class, the binding is strictly economy.  Fortunately, the paperback is only 17 bucks.  Much more than that and I would have requested a replacement.
","Reviewed in the United States on August 12, 2020","Five Stars for content, Zero for Binding",5,"https://images-na.ssl-images-amazon.com/images/I/61XLETXW-UL.jpg"
"R4YESMPM2JW94","MNorris","
  They say don't judge a book by it's cover - and that's why I'm still giving it 4 stars. The actual content of the book is wonderfully written and explained. I really like that the author takes you through writing full game (like Space Invaders) using everything you have learned. I highly recommend it.However the book binding has started falling apart after less than a month.  I plan on re-gluing the binding to make it a bit more sturdy.
","Reviewed in the United States on June 10, 2020","Great content, but terrible binding and flimsy cover",4,""
"R334PUAR7TVZ98","Helper","
  If you like to understand what each command does in Python then this book is for you.  A Python class can teach you how to write a project and as the project gets completed you get familiar with the different commands.  I prefer learning a programming language by learning the language commands first and then putting them together to write an innovative program. If you like that too then this book is for you.
","Reviewed in the United States on February 16, 2021","Great Explanations",5,""
"R7RXWHCLPYD0A","superthaix","
  Fantastic book, especially for beginners. Actually the best book ever to learn Python. Clear and easy to understand. Everything is explained very well. Just to let you know I have read at least 50 other Python beginners books, and this is the champion. The problem is that 99% of the beginners books are written by experienced programmers who are unfortunately horrible teachers. This book is the exception and gives you more confidence that you can actually learn Python.
","Reviewed in the United States on March 12, 2020","The champion!",5,""
"RXN0ULJYZPCXL","Lily","
  I have taken Learn Python the Hard Way online as well as codecademy. They both had its good and not so good, and I wanted to try this book. It was very complementary. The projects are great, easy to understand with detailed explanation. I took a start down, because of poor binding. They sent me a replacement with a different printing, but it was the same thing. Kindle version could be better.
","Reviewed in the United States on September 28, 2020","The contents are excellent!",4,""
"R1VS1WOPSZYESO","Evan Walker","
  This is, without a doubt, the poorest bound book I've ever seen. It isn't even attached by the spine, and only holds in via a small strip of glue on the first and last pagesTerrible quality, really, really terrible.The book turns into a loose pamphlet almost immediately. Worthless. The book content is fine and good, if you can use the book more than once.
","Reviewed in the United States on November 9, 2020","The worst quality book in existence",2,""
"RZBE6OPEB1Q6I","J. Hersh","
  I enjoyed this book immensely as someone who has tried to get into python multiple times over the past few years and got bored halfway through. I actually found myself enjoying the content of this book so much that I would continually go back into it each day to learn more and practice. After 7+ years I may finally be able to learn Python in its entirety! The projects are also interesting to follow and help wrack your brain around the processes behind the code.The only complaint I have about this book is that the cover separated from the binding due to shoddy glue work. I  treat my books with respect and it still somehow popped off. Not a huge deal as the front cover is connected with glue but definitely a bit disappointing.Hard recommend for beginners.
","Reviewed in the United States on August 18, 2020","Great book for learning python! Very informative and fun to follow. Easy read!",4,""
"R3AP4NS8B0BIOK","Kay","
  I love this book. I am a beginner, and I have been trying to study and finding ways to keep all theinfo in my head, but I always get overwhelmed. In most of the videos and courses I have taken the people teachingit don't make it clear or not even their fault but they teach it in a way that only programmers will know not the complete beginner(even though most say its for beginners). Anyone out there looking to really learn and practice what they learned, this book is for you trust me.  The author Eric Matthes explains it with good details and doesn't make you feel like you are just putting info in your head that you can't use, it's the total opposite. you keep what you learn and know exactly what everything is actually used for.
","Reviewed in the United States on February 23, 2021","Learning a lot with this book!!! (beginner)",5,""
"R16W7M6VCF78RR","Louis Tyson","
  I like the way Eric laid out his material and examples in such a way that each one formed a chain of the whole. Moreover, he not gave great examples, he took the time to give more of the like along with a detailed explanation of that example.  Again, each example flowed smoothly into the next as well as into the next subject and chapter.Honestly, have spent thousands of dollars in books and classes related to computer science, and this book and the Head First books are all money well spent!  This course actually formed together many of the concepts which I spent years learning in classrooms with a far greater understanding. Also prayer helps as well.Although, I must say in my opinion the Head First guides are great but the authors of these Python books tend get to the point a bit faster and smoother than them.
","Reviewed in the United States on February 16, 2021","One of the Best DIY Software Development Books I've Encountered so far!!",5,""
"RS44YIADR8SR9","M. B.","
  1st off is IMHO the book is outstanding and allot of time and thought went into it.  I look forward more books by Eric.2nd I had a problem with the binding coming off of the book and contacted No Starch Press.  There definitely an outstanding company to work with and took care of the problem.I'm very very happy with the author and publisher..............
","Reviewed in the United States on September 14, 2020","Python Crash Course, 2nd Edition,",5,""
"RPH3CD69BW4IA","M.Z.","
  I’m really impressed with this book. It breaks down the fundamentals into easily digestible and implementable pieces. The language is concise and the examples are easy to customize into something more meaningful to what I am trying to do. I’ve owned 3 other books on Python and took an undergrad course in it but this is by far the best resource I’ve used.
","Reviewed in the United States on April 13, 2020","Makes learning Python much simpler than any other resource I’ve tried",5,""
"R2P2DJLBXT8KH5","Gino Murin","
  As a beginner programmer having very little knowledge, this book has done more for me in two weeks than any of the ""bootcamps"" or anything available online. The book goes in depth and gives you a good foundation in programming....Helps you to understand the underlying concepts and not just memorize code. Found this in numerous locations for free online but decide to purchase out of appreciation for what this has done for my development as a programmer. Highly recommend!
","Reviewed in the United States on December 11, 2020","Perfect for beginners",5,""
"R13H76YKLFOB8M","MJS","
  The content of the book is great though I wish the font size was larger. The pacing of the course is perfect for me. No complaints regarding the content.The lessons are in nice, bite sized chunks and work perfectly for me since I cannot sit down for long stretches but have to squeeze in some lessons and readings periodically over the course of the day.<updated>
","Reviewed in the United States on March 4, 2020","Content awesome, pacing awesome",5,""
"RH3FOLBSJUCWA","Weronika","
  This book finally helped me learned python after feel stuck and confused for months. It breaks it down and explains it beautifully. If you’re struggling with python on completely new to this then this is the go to book.
","Reviewed in the United States on July 12, 2020","Go to book for Python",5,""
"R3TFPJJ6JBHW3X","Janet Fenstermacher","
  The only thing I have noticed so far is that the index pages in the back skip a few things. I believe a page was left out, I tried to look up integers and numbers, there is no M, N, and O in the index section.  Very detailed on everything I have looked up so far and I am very happy with the book.
","Reviewed in the United States on July 24, 2019","Very helpful with my class",4,""
"R3CWIJYN4BXBO9","the familia","
  My wife’s is a teacher but new to programming and has been trying to learn using a variety of methods, but had been struggling.  This is the first book that has really clicked.  Both the text and exercises are excellent.
","Reviewed in the United States on May 24, 2020","Excellent book for beginners",5,""
"RT50WZ6KMAI95","Amazon Customer","
  I should start this review with the qualifier that I am extremely tech challenged. I've wanted to learn Python for a long time to help me with my work, but every book or course I had looked at previously was too quick, too advanced, and assumed you knew too much about programming and computers. This book literally starts with downloading Python correctly onto your computer - something I've had difficulty in the past with other programs! This book is perfect if you need a slow-and-steady introduction to Python with a lot of hand-holding and workable examples.
","Reviewed in the United States on August 7, 2020","Perfect for Tech-Challenged Python Learners",5,""
"R1BK4R3UAPFHX2","Pravin Pathak","
  Loved this book. Nicely explains basic concepts along with code. Each code line is explained properly.  Lots of code lines to explain.  Three projects at the end are really great way to enforce language and also to introduce different Python modules.  I found them really helpful.
","Reviewed in the United States on May 9, 2020","Very good book to start learning Python.  3 complete projects from different fields",5,""
"RDP4G6JLACZYG","Taylor","
  my only complaint is, since this is an introductory book, it should give resources or cover common install issues such as placing things in the path. this is needed at the beginning of the book, and without prior programming/systems experience, this could be a huge complication.  being in path may or may not be the default, depending on your system and download specifications. however this book still deserves a five star rating because it is very straight forward, building skills and competency from the ground up.  i also really liked that there was a git and github section included because version control platforms can be confusing at first, but with a straight forward explanation, not hard to get used to.
","Reviewed in the United States on July 30, 2020","Great introductory",5,""
"RJ5XLMJWWUYS5","Jay","
  This is a great start to learning Python. This is first language I have seriously started to learn and this book makes Python easy to understand and learn.
","Reviewed in the United States on November 16, 2019","Great for beginners!",5,""
"R25269QMXUN1OU","Amazon Customer","
  The book separated completely from the spine when first opened! I’m returning it because of this.The content is 5/5. Good beginner information that is clear and thorough. However, you can learn the majority of it from a good online course for free. For that reason I gave it 2/5.
","Reviewed in the United States on August 31, 2020","Separated from spine when first opened",2,""
"R1RSQ3HTS08EZ8","Theresa ","
  The book started off pretty easy and the author is true to his word about helping the student with questions as long as it is about something from his book. I will say I found out though even though he book is meant for beginners and I am just a noob, I had some issues with sublime and found that using Anaconda much easier.
","Reviewed in the United States on February 29, 2020","A good start",4,""
"R1W27BZULY84SM","Brittany","
  I am an IT student with no prior knowledge of coding and just finished my first class. It was a struggle and I decided to spend the summer getting better before the next coding course start in the fall. The book covers a great deal but if you are a beginner the author does a great job of not just teaching how to code but also explains what is going on behind the scenes.The first half of the book covers basic topics and the second half consists of three projects that delve deeper into the world of python.I burned through this book in less than a week and plan on checking out as much as I can (Automate the boring stuff is next on my list) by this author over the summer.
","Reviewed in the United States on May 30, 2020","Worth the purchase!!",4,""
"R24IKUQ1FWA8DT","E. Fernandez","
  Book is good but I just got it today and the book binding is unglued. It is coming apart.
","Reviewed in the United States on May 1, 2020","Unglued book binding",1,""
"R1RLPQ51DV5Q6A","jacob","
  Taken back from the price to value ratio with this book, a few hundred pages and great starter and novice explanations and elaborations. Even has you follow along with practices from within the book. I’m talking my first year of SD classes and this book is helping a lot with the python side of it.
","Reviewed in the United States on October 18, 2020","I love it, great for students",5,""
"R1XDAM4GON88JE","Dio","
  Well worth the 20. Not sure if I'll stick with python though.. I've worked with Java before and I sucked. I'm giving python a try though. Liking things so far. I am looking forward to any python books the author has to offer in the future. Thanks.
","Reviewed in the United States on November 1, 2020","Great starting material.",5,""
"RUPWBI6PBR7K1","S.M.Simmons","
  Unfortunately I have to agree the glue at the base of the book, is not adhering to the pages.Other wise great information, in a manageable, section read. That wants you to do the actual work. An not just read it.
","Reviewed in the United States on February 6, 2020","This is a read an hands on approach book!",4,""
"R3IXJ1HN329GV2","Crywolf","
  Pretty good book for learning python.  I didn't use the recommended interface from the book, but there are lots of ways to interface with python.  Notepad ++ is good for code editing.  I recommend this book to someone who is learning from scratch.
","Reviewed in the United States on October 23, 2019","Good way to learn python from the basics on up",5,""
"R2Z7ZRHP6BAAFP","Amazon Customer","
  The information and examples inside the book are excellent and I'm learning very much.  It's well written and everything is explained thoroughly for a real beginner like myself.  I didn't give it five stars because the binding of the book broke after a few weeks of normal use.  The book looks like its near new condition, but the binding is broken.  Kind of a pain to have to fix it after a short period of time.
","Reviewed in the United States on February 7, 2021","Good instruction, poor physical quality of the book.",3,""
"R8DBWCSWXSPMD","Vandygal","
  This review is the book construction quality only. I returned my first back after the cover popped off in a few days. Well the cover popped off the replacement book in less than a day. Definitely have a bad batch of glue.
","Reviewed in the United States on August 20, 2020","Cover pops off almost as soon as you open the book.",3,"https://images-na.ssl-images-amazon.com/images/I/614F3s6LuCL.jpg"
"R2TD1TVQLJ191T","alex","
  Content is good and easy to understand.  Suitable for a beginner like me.  BUT! ""No Starch Press"", the publisher of this book ought to change their name to ""No Glue Press"" as the book has started to come apart.  Did not even get to Chapter 4 when it unbound!
","Reviewed in the United States on September 5, 2020","Good reading before the book itself falls apart!",5,"https://images-na.ssl-images-amazon.com/images/I/710FC-uW2tL.jpg
https://images-na.ssl-images-amazon.com/images/I/71eWeRS815L.jpg
https://images-na.ssl-images-amazon.com/images/I/71eWeRS815L.jpg"
"R16BF6PCY6CUER","Amazon Customer","
  Did not live up to expectations for simplicity or helpfulness. Possibly not for beginners and was impossible for me to complete the first chapter
","Reviewed in the United States on September 18, 2020","If you are a beginner start somewhere else",1,""
"R24RDSXIUT9JJ0","Brayden","
  This book starts you from the basics from installing python to writing your first program. i am a good couple chapters in and i love how it’s written. everything is clearly explained with diagrams to help you troubleshoot your programs. it also has included projects that teach you while you make something. the book encourages you to experiment with what it’s teaching you to learn. it really is a great book to help learn python and i highly recommend it.
","Reviewed in the United States on March 9, 2020","print(this is a great book to learn python)",5,""
"RWDVY1NXKV69F","Amazon Customer","
  Admittedly I have a little bit of a computer science background, but programming has always been a challenge for me. I got this book after reading the positive reviews, hoping it would make my path to learning Python easier than my path to learning Java was (a nightmare). The concepts laid out in this book are logical and easy to follow. The explanations of code examples are clear. The exercises are useful and relevant. I've been working in this book for over a year and it was absolutely a great purchase.
","Reviewed in the United States on February 17, 2021","Makes learning Python easy and fun",5,""
"RYSRGY0IVWD5M","h20Lover","
  I read the review before being this book and to be honest I was torn, however this book is 10/10 for me. Give it a try. It breaks down ""complex"" problems into direct and clear solutions. You don't have to go back and forth trying to catch up with his flow. I'm not even half way and I can super vouch for this book.
","Reviewed in the United States on November 12, 2019","A must have",5,""
"R2FBEPS3GK27CK","Carlos Salvatierra","
  Great book. It can be used for anyone with beginning knowledge. A must have book. Videos do not cover the pieces that the author covers here. I wish I had read this book a few years ago. Great job Eric!
","Reviewed in the United States on February 3, 2021","Great book. Must read!",5,""
"R6N56HM5VDALM","Archer","
  I bought this for a friend as a gift, knowing the cover would fall off. It did.It doesn't invalidate the book however.My friend has learned quite a lot and enjoyed the book.I bought this because it seemed like the best book on teaching python.
","Reviewed in the United States on November 17, 2020","Cover WILL Fall Off",4,""
"R2SKWH0D8Z6VPC","Francisco Monzon","
  I recommend this Book. It is excellent to starting learning Python. Really was much better that I ever waited.  Just I suggest to add exercises more complex that need to be resolved with matters included in before chapters. Thank so much to the author, Eric Matthes. You should be very proud, cause really You did a very good job.
","Reviewed in the United States on June 4, 2020","Really a very good book. Thank a lot.",5,""
"R3RYZGVIU4HNCB","John The Cookie","
  The best book for beginner who want to learn programming.Instructions are simple and easy to follow.One think I would like them to have is more programming exercises and anwsers.
","Reviewed in the United States on January 8, 2020","Perfect for Beginner!",5,"https://images-na.ssl-images-amazon.com/images/I/71Uuh4zVXBL.jpg"
"R1591DZOOY0KJW","Mohammed Al-Khuwaitem","
  This is one of the best books I ever read in my life. It starts from the basics, all the way to some advanced programming concepts. I really recommend this book if you are interested in programming.
","Reviewed in the United States on October 17, 2019","A great book",5,""
"R19NUAGJYCLPYJ","Terry S. Barker","
  This was supposed to be a new book, but on arrival, the front cover was nearly ripped off (only top inch still attached)
","Reviewed in the United States on July 31, 2019","New book, but cover nearly ripped off",2,""
"R3K0APJKGV1SEX","Bob S.","
  I’m just getting into this book and am really enjoying it. The author provides easy to read / follow concepts and instructions. The book cover though? It broke before I made it to the Introduction of the book - literally 5 minutes of holding the book. I imagined using this book to take notes in and as a go-to resource, but my fear is it physically won’t hold up as I keep turning pages.
","Reviewed in the United States on July 13, 2020","So far, so good - but terrible binding",4,"https://images-na.ssl-images-amazon.com/images/I/61fWw-ZJIGL.jpg"
"R1XWQOHSGWSA6P","Diego Armando","
  Its a excellent book to learning Python.
","Reviewed in the United States on November 18, 2019","excellent book",5,""
"R13X7A3AUCTQFO","Arif Hossain","
  The book content is fine. The book binding is so bad that it breaking up in just 4 days of use. I have never encountered anything like this before.
","Reviewed in the United States on August 14, 2020","The book binding loosening after 4 days of use",1,""
"R2ABPQ07MJBVF2","Amazon Customer","
  Flying through the book. Makes python quick and easy to learn. Unfortunately the cover isn't glued on well, popped off after one day of use.
","Reviewed in the United States on August 18, 2020","Python in a pinch.",5,"https://images-na.ssl-images-amazon.com/images/I/71EpCS7oAXL.jpg"
"R31A64NKGLRMV7","Mike Morris","
  Freaking amazing!!! Love this! Easy to follow along and learn fast! Will be getting more of the nostarchpress books... I want automate the boring stuff 2nd edition
","Reviewed in the United States on January 31, 2020","OMG so nice! Very well put together!!",5,""
"RVEFKPY4BZ9QF","Anne Hart","
  My grandson read this book when he first got it and filled us in on the content. He said he learned a lot. He has now lost interest.
","Reviewed in the United States on October 1, 2019","Could be helpful",4,""
"R2C6T1EA39NGTV","Jared Meldrum","
  I got this book for some added material in one of my programming courses and it’s helped a ton! It’s a really good step by step guide and has you try a lot of the code on your own so you can see how it all works out
","Reviewed in the United States on November 6, 2020","Great book!",5,""
"R3HO74VVOQZ5S0","Sam2013","
  This book was amazing. Very easy to follow and understand. I think what I appreciate the most about it was the exercises that were frequently presented throughout the book. This gives you an opportunity to immediately practice the skills while they are fresh in your mind. The only way to really remember python syntax in my opinion is practice, so why not get started as soon as you learn it?
","Reviewed in the United States on February 7, 2021","A great place to start learning python, regardless of prior knowledge in programming.",5,""
"R11WNT2O5D5ATB","Charlie","
  Great beginner book,easy to understand, lots of examples, fun projects.Great for kids, those real life applications is very inspiring.
","Reviewed in the United States on June 5, 2020","Great for beginner",4,""
"R33CK9YZO8TS5I","Project","
  I was really looking forward to this book ,but in all honesty the book itself is very hard to fallow the text editor they want you to fallow has no instructions on how to properly install
","Reviewed in the United States on May 17, 2020","Very hard to fallow",1,""
"R2R8IG7EB9O9MF","Elfio","
  Very basic and shallow book not capturing indepth details of python as a language. Ok for introduction, not ok if you plan coding professionally. Easy reading.
","Reviewed in the United States on June 9, 2020","Basic book",3,""
"R31I42OSPMHCL5","Kevin","
  Best $30 I have ever spent!I am completely new to programming. In just one week I am now capable of coding basic programs and games!! Must buy
","Reviewed in the United States on November 14, 2019","Very beginner friendly, very informative",5,""
"R1ACGD2YJUMTXY","jabari Webster","
  I bought this book to teach myself python after learning C++ and its very understandable and easy to read. Everything it teaches is clear and precise so if you are learning for school or self teaching I recommend this book! Its so good I logged onto my account a 3AM in the morning to write a review! FR though this is a good book you won't regret it.
","Reviewed in the United States on May 25, 2020","GREAT for ANYBODY!",5,""
"R1066A3ZYETUOP","Andrew","
  Awesome so far! The only downside is that the binding is already falling apart after two days of reading.
","Reviewed in the United States on September 7, 2020","Good text, horrible binding.",3,""
"R3FR2QA3QN2GL2","Leon Schmidtman","
  Very good book. I highly recommend for beginners or advanced users that want an intro to Python. Is not too dumbed down or too hard to understand.
","Reviewed in the United States on December 27, 2019","Buy It",4,""
"R29EEH1B1YSTJM","Michael G. Myers","
  Python was a new language for me.  I had programed primarily in C and then c#. Love python and this book is an excellent  introduction to python.  Every line of code for the projects is in the book and explained line by line.  I recommend it even  if you have no programing experience.
","Reviewed in the United States on November 13, 2020","Very easy to learn",5,""
"R4LEUL9OZ1MYI","getmygun01","
  If you want to learn python, you need this book. I don’t usually  tell anybody what they need, but I do believe this is a great way to learn.
","Reviewed in the United States on September 21, 2019","Great Book",5,""
"R2TR2L9XJXTUV8","Gouthami","
  Good book to start the python course but needed more detailed explination. The assiagnment given as try it yourself is good way to learn but how can i know iam i doing the right or wrong the answer should given back of the book so we can learn easily.
","Reviewed in the United States on July 28, 2020","Good book to start but not who want to become a gem in python",3,"https://images-na.ssl-images-amazon.com/images/I/71WZHokEuEL.jpg
https://images-na.ssl-images-amazon.com/images/I/71u8aCh4UtL.jpg"
"R1NCJRD76M9MP9","AxL","
  Great book. Good for a guide, its good for referencing.
","Reviewed in the United States on November 6, 2020","Good book mainly for referencing",5,""
"RDCU7NZM6FPNX","cpbride","
  I have been trying to learn a python for five years using video courses. I decided to switch things up and try learning from a book. This is the book to get. I'm finally understanding concepts I have spent years trying to internalize.
","Reviewed in the United States on February 23, 2021","This is the book to get",5,""
"R3ICWJY2N4C6QZ","Beka","
  this book is amazing it is done in an excellent style, and you get knowledge step by step. There are so many exciting exercises that will give you self-confidence when you will find a way to solve it.Projects at the end of the book are really nice introductions to start a more complicated coding.
","Reviewed in the United States on February 17, 2021","No need any previous knowledge in Python",5,""
"R20IDLE2YZP11K","🦌","
  The spine fell out on the second day of using the book. I bought a new copy and this shouldn't happen.
","Reviewed in the United States on April 13, 2020","Great book, fell apart on second day",2,""
"R1YNRIA9FSQ8DH","Amazon Customer","
  This was a gift for a school person
","Reviewed in the United States on October 7, 2020","Great gift",4,""
"R2J1HIT7IBQD34","Jorge Cano","
  Perfect for beginners wanting to learn python. A bit more thorough than in the first edition. Definitely would recommend.
","Reviewed in the United States on December 21, 2019","Great place to start learning python",5,""
"R2KV5Z202E7SXP","Todd A Williams","
  I have been trying to pick up (again) my coding skills and this book has been the best one so far.  There are a few errors or less than clear instructions, but overall I have been very happy.  The online support materials are great as well.
","Reviewed in the United States on April 29, 2020","Good book for learning Python",5,""
"R3FBQ45YA65GUW","John","
  The delivery was perfect it came three days earlier than expected. The book's print is very good and so are the binding. Text are easy to understand and concise. I strongly recommend this book for anyone new to python or programming
","Reviewed in the United States on October 19, 2019","It's great for beginners and people who know python but want to be updated on what's new in Python 3",5,""
"R1FGO8Q97O2BG0","Amazon Customer","
  Bought the book as a refresher.
","Reviewed in the United States on December 29, 2020","Helpful",5,""
"R3HVI760V2T8B0","Sh","
  Very helpful guide to python, should be kept as a reference.
","Reviewed in the United States on January 7, 2020","Great book!!!!",5,""
"R283B01HYVJLH4","Amit Martsiano","
  the explanations in this book are phenomenal, it goes in detail to everything you need to know,  i am super happy about it!! i recommend this to anyone that wants to possess the knowledge of python!
","Reviewed in the United States on January 25, 2020","the best book to learn python 3",5,""
"R21PF1RP36I1SH","wm","
  new and in good shape
","Reviewed in the United States on February 20, 2021","Brand new and in good shape",5,""
"R14K9G1ULULES2","Wesley preston","
  I am in the process of using this book and I loved it. This is one of the few books I can actually read and understand everything that is happening. The few problems I did have, I looked up and the online forums had answers to all my questions. 5/5 programming book
","Reviewed in the United States on March 5, 2021","Damn fine",5,""
"R3LZKTH297XV54","Operational Necessity","
  Easy to follow
","Reviewed in the United States on February 18, 2020","Well written",5,""
"R2US9GH08E6FP5","dorel","
  definitely worth buying
","Reviewed in the United States on July 13, 2020","easy to learn",5,""
"RL3X3I2EZGVYS","Carlos E. Irigoyen","
  Fantastic
","Reviewed in the United States on February 6, 2020","Avresl good book",5,""
"R125H1VAOG2U9F","Amazon Customer","
  Book just arrived so I cannot comment on its content. Just wanted to confirm what others have said about the binding. You can already see the space between the cover and spine of the book. Maybe “no starch press” should change their name to “no glue press.”
","Reviewed in the United States on September 20, 2020","Terrible binding!",4,"https://images-na.ssl-images-amazon.com/images/I/31KSTgx+lgL.jpg
https://images-na.ssl-images-amazon.com/images/I/51UKqAnA6lL.jpg"
"R1RQXSJEWLTXAI","Al Fulton","
  The book is great to follow and learn Python. I am an experienced programmer and it has been a fun experience.
","Reviewed in the United States on March 7, 2020","Super way to learn Python!",5,""
"R3DR2GFQTEJMTH","William Roehrig","
  Great book
","Reviewed in the United States on March 12, 2020","Great book",5,""
"R1G3Z7LIH7PBO1","Amazon Customer","
  Very well written book
","Reviewed in the United States on July 18, 2019","Excellent book for beginners",5,""
"R22Z1X3X5M9V08","Robert Hotto","
  A great book to practice and learn python.
","Reviewed in the United States on August 25, 2019","Great Tutorial on Python",5,""
"RUH49VA9P82DO","David Cooper","
  Item received as advertised
","Reviewed in the United States on October 8, 2020","Item received as advertised",5,""
"R31NSVO5VHQ3XY","Jeffrey Sykes","
  Very practical read, can follow along and strengthen your programming
","Reviewed in the United States on August 23, 2019","Practical and concise",5,""
"R145FIQPXRQ8YD","Joel Gonzalez","
  Good book
","Reviewed in the United States on August 8, 2020","Good one",5,""
"R24P3KDPEF1YU7","Annette Rod","
  Perfect condition! fast shipping!!
","Reviewed in the United States on September 20, 2020","Great!",5,""
"R3EWIF98HS5TDB","Yohann A","
  Perfect
","Reviewed in the United States on January 31, 2021","Perfect",5,""
"RNT26VZYYQMCD","Angel Vidal","
  This book is amazing and in a ouple hours I've been able to learn functions,variables,values and strings. Also with the basic knowledge that I learned so far with the book I was able to create a simple program that says and greets my friend's name in order.
","Reviewed in the United States on January 30, 2021","Get this book now! 1000/1000",5,""
"R3E4UGRHNS2KKI","Amazon Customer","
  Great condition!  Thanks!
","Reviewed in the United States on August 24, 2020","Looks good!",5,""
"R1TU41JCKLG9V7","Shahzad Khan","
  I like it end to end
","Reviewed in the United States on October 19, 2020","A good refresher",5,""
"RMYDH7CSLLYIT","Charles La Fontaine","
  Great educational book. However, the quality of the construction on the book is poor. The cover on the book has completely torn apart from the adhesive and I’ve only studied from the book only a handful of times.
","Reviewed in the United States on May 26, 2020","Solid education, but poor construction",2,""
"R3R1HZVGM2CH48","melih seref aslan","
  Very good for beginners of python or a programming...
","Reviewed in the United States on September 14, 2019","Very good..",5,""
"R23E6VH2MPLKXZ","Daniel","
  It arrived with a crease on the back side of the book and a bump on one of the corners.No protective plastic film that usually comes with new books.Aside form the physical damage, overall a good book for beginners.
","Reviewed in the United States on March 16, 2021","Not New",3,"https://images-na.ssl-images-amazon.com/images/I/816zCDdPtyL.jpg"
"R3IDRMXXC0VCLB","Frank","
  I have read many Python introductory books, this is by far the best in terms of quality vs quantity. I covers a broader spectrum than many of its peers. I highly recommend.
","Reviewed in the United States on September 23, 2019","A great Python introductory book",5,""
"R5PJW0PLK2EGI","Corey W.","
  Excellent book!
","Reviewed in the United States on January 9, 2020","Very Concise!",5,""
"R29BV29E39NYYN","Amazon Customer","
  The book is very good for those looking to learn Python programming, however, the quality of the book is very bad. If you buy it be prepared to glue the cover binding onto the book itself.
","Reviewed in the United States on June 27, 2019","Good information in the book, but bad quality of the book itself.",4,""
